EXCEEDANCE_ID,WELL_TEST_ID,EXCEEDANCE_REQUIRED,NOTIFICATION_DATE,NOTIFICATION_METHOD,CREATE_TIMESTAMP,CREATE_USERID
108534,12970,Yes,2011-07-20,A combination of the above,2011-10-22 01:02:20.257000000,BWWT_ETL_Process
108535,12971,Yes,2011-07-20,A combination of the above,2011-10-22 01:02:24.080000000,BWWT_ETL_Process
108536,12972,Yes,2011-07-26,A combination of the above,2011-10-22 01:02:28.597000000,BWWT_ETL_Process
108537,12973,No,,,2011-10-22 01:02:33.040000000,BWWT_ETL_Process
108538,12974,No,,,2011-10-22 01:02:37.240000000,BWWT_ETL_Process
108539,12975,No,,,2011-10-22 01:02:42.007000000,BWWT_ETL_Process
108540,12976,No,,,2011-10-22 01:02:45.550000000,BWWT_ETL_Process
108541,12977,Yes,2011-08-04,A combination of the above,2011-10-22 01:02:49.683000000,BWWT_ETL_Process
108542,12978,Yes,2011-06-28,A combination of the above,2011-10-22 01:02:53.907000000,BWWT_ETL_Process
108543,12979,No,,,2011-10-22 01:02:57.477000000,BWWT_ETL_Process
108544,12980,Yes,2011-07-12,A combination of the above,2011-10-22 01:03:01.190000000,BWWT_ETL_Process
108545,12981,No,,,2011-10-22 01:03:04.780000000,BWWT_ETL_Process
108546,12982,No,,,2011-10-22 01:03:09.797000000,BWWT_ETL_Process
108547,12983,No,,,2011-10-22 01:03:13.817000000,BWWT_ETL_Process
108548,12984,No,,,2011-10-22 01:03:17.550000000,BWWT_ETL_Process
108549,12985,Yes,2011-07-29,A combination of the above,2011-10-22 01:03:21.240000000,BWWT_ETL_Process
108550,12986,Yes,2011-07-27,A combination of the above,2011-10-22 01:03:24.917000000,BWWT_ETL_Process
108551,12987,No,,,2011-10-22 01:03:28.480000000,BWWT_ETL_Process
108552,12988,No,,,2011-10-22 01:03:32.803000000,BWWT_ETL_Process
108553,12989,Yes,2011-07-29,A combination of the above,2011-10-22 01:03:36.587000000,BWWT_ETL_Process
108554,12990,No,,,2011-10-22 01:03:42.367000000,BWWT_ETL_Process
108555,12991,No,,,2011-10-22 01:03:46.480000000,BWWT_ETL_Process
108556,12992,No,,,2011-10-22 01:03:50.670000000,BWWT_ETL_Process
108557,12993,No,,,2011-10-22 01:03:55.113000000,BWWT_ETL_Process
108558,12994,Yes,2011-07-17,A combination of the above,2011-10-22 01:03:59.383000000,BWWT_ETL_Process
108559,12995,No,,,2011-10-22 01:04:03.560000000,BWWT_ETL_Process
108560,12996,No,,,2011-10-22 01:04:07.747000000,BWWT_ETL_Process
108561,12997,Yes,2011-07-15,A combination of the above,2011-10-22 01:04:11.830000000,BWWT_ETL_Process
108562,12998,No,,,2011-10-22 01:04:16.207000000,BWWT_ETL_Process
108563,12999,No,,,2011-10-22 01:04:20.677000000,BWWT_ETL_Process
108564,13000,Yes,2011-09-22,Letter,2011-10-26 00:59:47.437000000,BWWT_ETL_Process
108565,13001,Yes,2011-09-27,Letter,2011-10-26 00:59:51.767000000,BWWT_ETL_Process
108566,13002,Yes,2011-09-27,Letter,2011-10-26 00:59:56.017000000,BWWT_ETL_Process
108567,13003,Yes,2011-09-27,Letter,2011-10-26 01:00:00.150000000,BWWT_ETL_Process
108568,13004,Yes,2011-09-29,Letter,2011-10-26 01:00:04.890000000,BWWT_ETL_Process
108569,13005,Yes,2011-09-29,Letter,2011-10-26 01:00:08.967000000,BWWT_ETL_Process
108570,13006,Yes,2011-09-29,Letter,2011-10-26 01:00:12.730000000,BWWT_ETL_Process
108571,13007,Yes,2011-10-01,Phone,2011-10-26 01:00:17.497000000,BWWT_ETL_Process
108572,13008,Yes,2011-09-29,Letter,2011-10-26 01:00:21.950000000,BWWT_ETL_Process
108573,13009,Yes,2011-10-01,Phone,2011-10-26 01:00:26.300000000,BWWT_ETL_Process
108574,13010,Yes,2011-10-01,Letter,2011-10-26 01:00:31.883000000,BWWT_ETL_Process
108575,13011,Yes,2011-10-01,Phone,2011-10-26 01:00:35.400000000,BWWT_ETL_Process
108576,13012,Yes,2011-10-01,Phone,2011-10-26 01:00:39.243000000,BWWT_ETL_Process
108577,13013,Yes,2011-10-02,Letter,2011-10-26 01:00:43.420000000,BWWT_ETL_Process
108578,13014,Yes,2011-10-02,Letter,2011-10-26 01:00:46.993000000,BWWT_ETL_Process
108579,13015,Yes,2011-10-13,Letter,2011-10-26 01:00:50.727000000,BWWT_ETL_Process
108580,13016,No,,,2011-10-26 01:00:54.707000000,BWWT_ETL_Process
108581,13017,Yes,2011-10-12,Letter,2011-10-26 01:00:58.503000000,BWWT_ETL_Process
108582,13018,Yes,2011-10-13,Phone,2011-10-26 01:01:02.290000000,BWWT_ETL_Process
108583,13019,Yes,2011-10-13,Letter,2011-10-26 01:01:06.213000000,BWWT_ETL_Process
108584,13020,Yes,2011-07-11,Phone,2011-10-26 01:01:09.600000000,BWWT_ETL_Process
108585,13021,Yes,2011-08-31,Letter,2011-10-26 01:01:13.577000000,BWWT_ETL_Process
108586,13022,Yes,2011-08-12,Phone,2011-10-26 01:01:17.140000000,BWWT_ETL_Process
108587,13023,Yes,2011-08-23,Phone,2011-10-26 01:01:22.580000000,BWWT_ETL_Process
108588,13024,Yes,2011-08-23,Phone,2011-10-26 01:01:26.057000000,BWWT_ETL_Process
108589,13025,Yes,2011-08-31,Letter,2011-10-26 01:01:29.990000000,BWWT_ETL_Process
108590,13026,Yes,2011-08-31,Letter,2011-10-26 01:01:33.827000000,BWWT_ETL_Process
108591,13027,Yes,2011-08-17,Phone,2011-10-26 01:01:37.360000000,BWWT_ETL_Process
108592,13028,Yes,2011-09-07,Letter,2011-10-26 01:01:40.700000000,BWWT_ETL_Process
108593,13029,Yes,2011-09-27,Phone,2011-10-26 01:01:44.577000000,BWWT_ETL_Process
108594,13030,Yes,2011-10-07,Letter,2011-10-26 01:01:48.700000000,BWWT_ETL_Process
108595,13031,Yes,2011-10-07,Phone,2011-10-26 01:01:52.720000000,BWWT_ETL_Process
108596,13032,Yes,2011-10-07,Phone,2011-10-26 01:01:56.427000000,BWWT_ETL_Process
108597,13033,Yes,2011-10-07,Letter,2011-10-26 01:01:59.930000000,BWWT_ETL_Process
108598,13034,Yes,2011-10-05,Letter,2011-10-26 01:02:03.350000000,BWWT_ETL_Process
108599,13035,Yes,2011-10-05,Phone,2011-10-26 01:02:07.037000000,BWWT_ETL_Process
108600,13036,No,,,2011-10-26 01:02:11.430000000,BWWT_ETL_Process
108601,13037,Yes,2011-08-19,Phone,2011-10-26 01:02:16.377000000,BWWT_ETL_Process
108602,13038,No,,,2011-10-26 01:02:20.683000000,BWWT_ETL_Process
108603,13039,No,,,2011-10-26 01:02:25.387000000,BWWT_ETL_Process
108604,13040,No,,,2011-10-26 01:02:29.673000000,BWWT_ETL_Process
108605,13041,Yes,2011-09-21,A combination of the above,2011-10-26 01:02:33.443000000,BWWT_ETL_Process
108606,13042,Yes,2011-08-10,A combination of the above,2011-10-26 01:02:37.727000000,BWWT_ETL_Process
108607,13043,Yes,2011-09-09,A combination of the above,2011-10-26 01:02:41.460000000,BWWT_ETL_Process
108608,13044,No,,,2011-10-26 01:02:45.270000000,BWWT_ETL_Process
108609,13045,No,,,2011-10-26 01:02:48.910000000,BWWT_ETL_Process
108610,13046,Yes,2011-09-22,A combination of the above,2011-10-26 01:02:52.477000000,BWWT_ETL_Process
108611,13047,Yes,2011-09-02,A combination of the above,2011-10-26 01:02:56.507000000,BWWT_ETL_Process
108612,13048,Yes,2011-09-02,A combination of the above,2011-10-26 01:03:01.343000000,BWWT_ETL_Process
108613,13049,No,,,2011-10-26 01:03:04.850000000,BWWT_ETL_Process
108614,13050,Yes,2011-09-14,A combination of the above,2011-10-26 01:03:08.557000000,BWWT_ETL_Process
108615,13051,No,,,2011-10-26 01:03:12.097000000,BWWT_ETL_Process
108616,13052,No,,,2011-10-26 01:03:15.637000000,BWWT_ETL_Process
108617,13053,Yes,2011-09-13,A combination of the above,2011-10-26 01:03:19.627000000,BWWT_ETL_Process
108618,13054,Yes,2011-09-15,A combination of the above,2011-10-26 01:03:23.190000000,BWWT_ETL_Process
108619,13055,Yes,2011-08-15,A combination of the above,2011-10-26 01:03:27.840000000,BWWT_ETL_Process
108620,13056,No,,,2011-10-26 01:03:31.487000000,BWWT_ETL_Process
108621,13057,Yes,2011-08-02,A combination of the above,2011-10-26 01:03:36.900000000,BWWT_ETL_Process
108622,13058,No,,,2011-10-26 01:03:41.227000000,BWWT_ETL_Process
108623,13059,Yes,2011-08-22,A combination of the above,2011-10-26 01:03:45.113000000,BWWT_ETL_Process
108624,13060,No,,,2011-10-26 01:03:48.693000000,BWWT_ETL_Process
108625,13061,Yes,2011-09-27,A combination of the above,2011-10-26 01:03:52.440000000,BWWT_ETL_Process
108626,13062,Yes,2011-08-11,A combination of the above,2011-10-26 01:03:57.897000000,BWWT_ETL_Process
108627,13063,Yes,2011-08-11,A combination of the above,2011-10-26 01:04:01.827000000,BWWT_ETL_Process
108628,13064,Yes,2011-09-09,A combination of the above,2011-10-26 01:04:05.480000000,BWWT_ETL_Process
108629,13065,No,,,2011-10-26 01:04:09.163000000,BWWT_ETL_Process
108630,13066,No,,,2011-10-26 01:04:13.017000000,BWWT_ETL_Process
108631,13067,Yes,2011-09-13,A combination of the above,2011-10-26 01:04:17.953000000,BWWT_ETL_Process
108632,13068,No,,,2011-10-26 01:04:22.193000000,BWWT_ETL_Process
108633,13069,No,,,2011-10-26 01:04:26.087000000,BWWT_ETL_Process
108634,13070,No,,,2011-10-26 01:04:29.860000000,BWWT_ETL_Process
108635,13071,Yes,2011-08-15,A combination of the above,2011-10-26 01:04:36.857000000,BWWT_ETL_Process
108636,13072,Yes,2011-08-25,A combination of the above,2011-10-26 01:04:41.263000000,BWWT_ETL_Process
108637,13073,No,,,2011-10-26 01:04:45.537000000,BWWT_ETL_Process
108638,13074,Yes,2011-08-30,A combination of the above,2011-10-26 01:04:49.730000000,BWWT_ETL_Process
108639,13075,No,,,2011-10-26 01:04:54.427000000,BWWT_ETL_Process
108640,13076,Yes,2011-08-22,A combination of the above,2011-10-26 01:04:58.590000000,BWWT_ETL_Process
108641,13077,No,,,2011-10-26 01:05:02.753000000,BWWT_ETL_Process
108642,13078,No,,,2011-10-26 01:05:06.890000000,BWWT_ETL_Process
108643,13079,Yes,2011-09-02,A combination of the above,2011-10-26 01:05:11.013000000,BWWT_ETL_Process
108644,13080,Yes,2011-08-30,A combination of the above,2011-10-26 01:05:15.397000000,BWWT_ETL_Process
108645,13081,Yes,2011-09-15,A combination of the above,2011-10-26 01:05:19.647000000,BWWT_ETL_Process
108646,13082,Yes,2011-08-12,A combination of the above,2011-10-26 01:05:24.177000000,BWWT_ETL_Process
108647,13083,No,,,2011-10-26 01:05:30.247000000,BWWT_ETL_Process
108648,13084,No,,,2011-10-26 01:05:34.507000000,BWWT_ETL_Process
108649,13085,Yes,2011-08-22,A combination of the above,2011-10-26 01:05:38.730000000,BWWT_ETL_Process
108650,13086,No,,,2011-10-26 01:05:42.860000000,BWWT_ETL_Process
108651,13087,Yes,2011-09-06,A combination of the above,2011-10-26 01:05:47.470000000,BWWT_ETL_Process
108652,13088,Yes,2011-09-09,A combination of the above,2011-10-26 01:05:51.763000000,BWWT_ETL_Process
108653,13089,Yes,2011-08-15,A combination of the above,2011-10-26 01:05:56.563000000,BWWT_ETL_Process
108654,13090,Yes,2011-09-09,A combination of the above,2011-10-26 01:06:00.877000000,BWWT_ETL_Process
108655,13091,No,,,2011-10-26 01:06:05.050000000,BWWT_ETL_Process
108656,13092,No,,,2011-10-26 01:06:09.180000000,BWWT_ETL_Process
108657,13093,No,,,2011-10-26 01:06:13.433000000,BWWT_ETL_Process
108658,13094,Yes,2011-09-01,A combination of the above,2011-10-26 01:06:17.667000000,BWWT_ETL_Process
108659,13095,Yes,2011-09-09,A combination of the above,2011-10-26 01:06:21.873000000,BWWT_ETL_Process
108660,13096,No,,,2011-10-26 01:06:26.010000000,BWWT_ETL_Process
108661,13097,Yes,2011-08-31,A combination of the above,2011-10-26 01:06:31.897000000,BWWT_ETL_Process
108662,13098,Yes,2011-08-31,A combination of the above,2011-10-26 01:06:36.693000000,BWWT_ETL_Process
108663,13099,Yes,2011-09-02,A combination of the above,2011-10-26 01:06:40.840000000,BWWT_ETL_Process
108664,13100,Yes,2011-08-22,A combination of the above,2011-10-26 01:06:45.207000000,BWWT_ETL_Process
108665,13101,No,,,2011-10-26 01:06:49.657000000,BWWT_ETL_Process
108666,13102,Yes,2011-09-09,A combination of the above,2011-10-26 01:06:53.920000000,BWWT_ETL_Process
108667,13103,Yes,2011-08-18,A combination of the above,2011-10-26 01:06:59.323000000,BWWT_ETL_Process
108668,13104,Yes,2011-09-21,A combination of the above,2011-10-26 01:07:03.620000000,BWWT_ETL_Process
108669,13105,Yes,2011-08-30,A combination of the above,2011-10-26 01:07:07.880000000,BWWT_ETL_Process
108670,13106,Yes,2011-09-07,A combination of the above,2011-10-26 01:07:13.307000000,BWWT_ETL_Process
108671,13107,No,,,2011-10-26 01:07:17.820000000,BWWT_ETL_Process
108672,13108,No,,,2011-10-26 01:07:22.107000000,BWWT_ETL_Process
108673,13109,Yes,2011-08-12,A combination of the above,2011-10-26 01:07:26.550000000,BWWT_ETL_Process
108674,13110,No,,,2011-10-26 01:07:30.880000000,BWWT_ETL_Process
108675,13111,Yes,2011-09-15,A combination of the above,2011-10-26 01:07:35.630000000,BWWT_ETL_Process
108676,13112,Yes,2011-09-27,A combination of the above,2011-10-26 01:07:39.750000000,BWWT_ETL_Process
108677,13113,Yes,2011-08-30,A combination of the above,2011-10-26 01:07:43.990000000,BWWT_ETL_Process
108678,13114,No,,,2011-10-26 01:07:51.120000000,BWWT_ETL_Process
108679,13115,Yes,2011-09-14,A combination of the above,2011-10-26 01:07:55.917000000,BWWT_ETL_Process
108680,13116,Yes,2011-07-29,A combination of the above,2011-10-26 01:08:00.637000000,BWWT_ETL_Process
108681,13117,No,,,2011-10-26 01:08:04.803000000,BWWT_ETL_Process
108682,13118,Yes,2011-09-08,A combination of the above,2011-10-26 01:08:08.977000000,BWWT_ETL_Process
108683,13119,Yes,2011-09-07,A combination of the above,2011-10-26 01:08:13.163000000,BWWT_ETL_Process
108684,13120,Yes,2011-08-18,A combination of the above,2011-10-26 01:08:17.293000000,BWWT_ETL_Process
108685,13121,Yes,2011-10-01,Letter,2011-10-27 01:00:11.400000000,BWWT_ETL_Process
108686,13122,Yes,2011-08-31,Letter,2011-10-27 01:00:16.457000000,BWWT_ETL_Process
108687,13123,Yes,2011-08-02,A combination of the above,2011-10-27 01:00:22.460000000,BWWT_ETL_Process
108688,13124,No,,,2011-10-27 01:00:26.860000000,BWWT_ETL_Process
108690,13126,Yes,2011-07-14,letter,2011-10-29 01:00:39.817000000,BWWT_ETL_Process
108697,13133,Yes,2011-09-21,Phone,2011-10-29 01:01:22.480000000,BWWT_ETL_Process
108698,13134,Yes,2011-09-21,Phone,2011-10-29 01:01:27.320000000,BWWT_ETL_Process
108699,13135,Yes,2011-07-31,letter,2011-10-29 01:01:31.373000000,BWWT_ETL_Process
108700,13136,Yes,2011-08-03,Phone,2011-11-01 01:00:10.690000000,BWWT_ETL_Process
108701,13137,Yes,2011-08-22,Letter,2011-11-01 01:00:15.340000000,BWWT_ETL_Process
108702,13138,Yes,2011-08-22,Letter,2011-11-01 01:00:19.793000000,BWWT_ETL_Process
108703,13139,Yes,2011-08-09,Phone,2011-11-01 01:00:23.743000000,BWWT_ETL_Process
108704,13140,Yes,2011-08-25,Letter,2011-11-01 01:00:28.360000000,BWWT_ETL_Process
108706,13142,Yes,2011-07-31,letter,2011-11-01 01:00:40.187000000,BWWT_ETL_Process
108707,13143,Yes,2011-07-12,letter,2011-11-01 01:00:44.340000000,BWWT_ETL_Process
108708,13144,Yes,2011-10-07,Phone,2011-11-02 01:00:08.633000000,BWWT_ETL_Process
108709,13145,Yes,2011-07-21,letter,2011-11-02 01:00:13.567000000,BWWT_ETL_Process
108710,13146,Yes,2011-10-05,Letter,2011-11-02 01:00:18.087000000,BWWT_ETL_Process
108711,13147,Yes,2011-10-05,Letter,2011-11-02 01:00:22.917000000,BWWT_ETL_Process
108712,13148,Yes,2011-07-14,letter,2011-11-02 01:00:27.373000000,BWWT_ETL_Process
108713,13149,Yes,2011-10-05,Letter,2011-11-03 01:00:08.073000000,BWWT_ETL_Process
108714,13150,Yes,2011-10-05,Letter,2011-11-03 01:00:13.093000000,BWWT_ETL_Process
108715,13151,Yes,2011-10-05,Letter,2011-11-03 01:00:17.833000000,BWWT_ETL_Process
108717,13153,Yes,2011-10-05,Letter,2011-11-04 01:00:06.323000000,BWWT_ETL_Process
108718,13154,Yes,2011-10-05,Letter,2011-11-04 01:00:11.070000000,BWWT_ETL_Process
108719,13155,Yes,2011-10-25,Letter,2011-11-04 01:00:18.547000000,BWWT_ETL_Process
108720,13156,Yes,2011-10-25,Letter,2011-11-04 01:00:23.440000000,BWWT_ETL_Process
108721,13157,Yes,2011-10-25,Letter,2011-11-04 01:00:32.360000000,BWWT_ETL_Process
108722,13158,Yes,2011-10-05,Letter,2011-11-04 01:00:38.603000000,BWWT_ETL_Process
108724,13160,No,,,2011-11-04 01:00:50.637000000,BWWT_ETL_Process
108725,13161,No,,,2011-11-04 01:00:56.860000000,BWWT_ETL_Process
108726,13162,Yes,2011-08-29,Letter,2011-11-04 01:01:01.340000000,BWWT_ETL_Process
108727,13163,Yes,2011-10-14,Phone,2011-11-05 01:00:10.170000000,BWWT_ETL_Process
108728,13164,Yes,2011-10-15,Letter,2011-11-05 01:00:14.350000000,BWWT_ETL_Process
108729,13165,Yes,2011-10-15,Letter,2011-11-05 01:00:19.083000000,BWWT_ETL_Process
108730,13166,Yes,2011-10-14,Phone,2011-11-05 01:00:23.683000000,BWWT_ETL_Process
108731,13167,Yes,2011-10-14,Phone,2011-11-05 01:00:27.800000000,BWWT_ETL_Process
108732,13168,Yes,2011-10-14,Letter,2011-11-05 01:00:31.700000000,BWWT_ETL_Process
108733,13169,Yes,2011-10-15,Letter,2011-11-05 01:00:35.777000000,BWWT_ETL_Process
108734,13170,Yes,2011-10-15,Letter,2011-11-05 01:00:40.373000000,BWWT_ETL_Process
108735,13171,Yes,2011-10-16,Letter,2011-11-05 01:00:44.320000000,BWWT_ETL_Process
108736,13172,Yes,2011-10-11,Letter,2011-11-05 01:00:51.373000000,BWWT_ETL_Process
108737,13173,Yes,2011-10-11,Letter,2011-11-05 01:00:57.923000000,BWWT_ETL_Process
108738,13174,Yes,2011-10-12,Phone,2011-11-05 01:01:02.347000000,BWWT_ETL_Process
108739,13175,Yes,2011-10-16,Letter,2011-11-05 01:01:06.850000000,BWWT_ETL_Process
108740,13176,Yes,2011-09-28,Phone,2011-11-05 01:01:11.150000000,BWWT_ETL_Process
108741,13177,Yes,2011-10-06,Phone,2011-11-05 01:01:15.897000000,BWWT_ETL_Process
108742,13178,Yes,2011-10-21,Letter,2011-11-05 01:01:20.140000000,BWWT_ETL_Process
108743,13179,Yes,2011-10-21,Letter,2011-11-05 01:01:23.620000000,BWWT_ETL_Process
108744,13180,Yes,2011-10-21,Letter,2011-11-05 01:01:27.777000000,BWWT_ETL_Process
108745,13181,Yes,2011-10-21,Letter,2011-11-05 01:01:31.557000000,BWWT_ETL_Process
108746,13182,Yes,2011-10-24,Letter,2011-11-05 01:01:36.187000000,BWWT_ETL_Process
108747,13183,Yes,2011-10-24,Letter,2011-11-05 01:01:39.887000000,BWWT_ETL_Process
108748,13184,Yes,2011-10-26,Letter,2011-11-05 01:01:45.600000000,BWWT_ETL_Process
108749,13185,Yes,2011-10-15,Phone,2011-11-05 01:01:49.790000000,BWWT_ETL_Process
108750,13186,Yes,2011-10-24,Letter,2011-11-05 01:01:53.550000000,BWWT_ETL_Process
108751,13187,Yes,2011-10-28,Letter,2011-11-05 01:01:58.113000000,BWWT_ETL_Process
108752,13188,Yes,2011-09-28,Phone,2011-11-05 01:02:02.803000000,BWWT_ETL_Process
108753,13189,Yes,2011-10-28,Letter,2011-11-05 01:02:06.960000000,BWWT_ETL_Process
108754,13190,Yes,2011-10-15,Phone,2011-11-05 01:02:11.347000000,BWWT_ETL_Process
108755,13191,Yes,2011-10-28,Letter,2011-11-05 01:02:14.987000000,BWWT_ETL_Process
108756,13192,Yes,2011-10-15,Phone,2011-11-05 01:02:20.827000000,BWWT_ETL_Process
108757,13193,Yes,2011-10-15,Phone,2011-11-05 01:02:25.193000000,BWWT_ETL_Process
108758,13194,Yes,2011-10-31,Letter,2011-11-05 01:02:29.247000000,BWWT_ETL_Process
108759,13195,Yes,2011-10-15,Phone,2011-11-05 01:02:33.253000000,BWWT_ETL_Process
108760,13196,Yes,2011-10-15,Phone,2011-11-05 01:02:36.930000000,BWWT_ETL_Process
108761,13197,Yes,2011-10-15,Phone,2011-11-05 01:02:40.497000000,BWWT_ETL_Process
108762,13198,Yes,2011-10-15,Phone,2011-11-05 01:02:44.523000000,BWWT_ETL_Process
108763,13199,Yes,2011-10-26,Letter,2011-11-05 01:02:48.330000000,BWWT_ETL_Process
108764,13200,Yes,2011-10-26,Letter,2011-11-05 01:02:51.987000000,BWWT_ETL_Process
108765,13201,Yes,2011-11-02,Letter,2011-11-05 01:02:57.127000000,BWWT_ETL_Process
108766,13202,Yes,2011-10-21,Phone,2011-11-05 01:03:00.933000000,BWWT_ETL_Process
108767,13203,Yes,2011-09-07,Phone,2011-11-05 01:03:10.860000000,BWWT_ETL_Process
108768,13204,No,,,2011-11-05 01:03:20.547000000,BWWT_ETL_Process
108769,13205,Yes,2011-09-07,Phone,2011-11-05 01:03:25.293000000,BWWT_ETL_Process
108771,13207,Yes,2011-10-26,Letter,2011-11-08 01:00:16.953000000,BWWT_ETL_Process
108772,13208,Yes,2011-10-15,Phone,2011-11-08 01:00:27.517000000,BWWT_ETL_Process
108773,13209,Yes,2011-09-07,Phone,2011-11-08 01:00:36.373000000,BWWT_ETL_Process
108774,13210,Yes,2011-09-07,Phone,2011-11-08 01:00:41.780000000,BWWT_ETL_Process
108775,13211,Yes,2011-09-07,Phone,2011-11-08 01:00:47.870000000,BWWT_ETL_Process
108776,13212,No,,,2011-11-08 01:00:56.203000000,BWWT_ETL_Process
108777,13213,Yes,2011-10-30,Letter,2011-11-15 01:00:14.340000000,BWWT_ETL_Process
108778,13214,Yes,2011-10-30,Letter,2011-11-15 01:00:19.990000000,BWWT_ETL_Process
108779,13215,Yes,2011-10-30,Letter,2011-11-15 01:00:26.597000000,BWWT_ETL_Process
108780,13216,Yes,2011-11-05,Letter,2011-11-15 01:00:30.687000000,BWWT_ETL_Process
108781,13217,Yes,2011-11-05,Letter,2011-11-15 01:00:37.170000000,BWWT_ETL_Process
108782,13218,Yes,2011-11-05,Letter,2011-11-15 01:00:43.973000000,BWWT_ETL_Process
108783,13219,Yes,2011-11-05,Letter,2011-11-15 01:00:51.663000000,BWWT_ETL_Process
108784,13220,Yes,2011-10-20,A combination of the above,2011-11-15 01:01:04.197000000,BWWT_ETL_Process
108785,13221,Yes,2011-11-04,Letter,2011-11-16 01:00:17.917000000,BWWT_ETL_Process
108786,13222,Yes,2011-11-04,Letter,2011-11-16 01:00:37.327000000,BWWT_ETL_Process
108787,13223,Yes,2011-11-04,Letter,2011-11-16 01:00:43.427000000,BWWT_ETL_Process
108788,13224,Yes,2011-11-04,Letter,2011-11-16 01:00:53.070000000,BWWT_ETL_Process
108789,13225,Yes,2011-11-04,Letter,2011-11-16 01:00:58.987000000,BWWT_ETL_Process
108790,13226,Yes,2011-11-08,In person,2011-11-16 01:01:03.377000000,BWWT_ETL_Process
108791,13227,Yes,2011-11-08,In person,2011-11-16 01:01:09.873000000,BWWT_ETL_Process
108792,13228,No,2011-11-04,Letter,2011-11-16 01:01:15.793000000,BWWT_ETL_Process
108793,13229,Yes,2011-10-15,Phone,2011-11-16 01:01:20.223000000,BWWT_ETL_Process
108794,13230,Yes,2011-10-15,Phone,2011-11-16 01:01:24.330000000,BWWT_ETL_Process
108795,13231,Yes,2011-11-03,Letter,2011-11-16 01:01:30.297000000,BWWT_ETL_Process
108796,13232,Yes,2011-11-03,Letter,2011-11-16 01:01:35.060000000,BWWT_ETL_Process
108798,13234,Yes,2011-11-08,Letter,2011-11-16 01:01:45.457000000,BWWT_ETL_Process
108799,13235,Yes,2011-11-23,Letter,2011-11-16 01:01:50.090000000,BWWT_ETL_Process
108800,13236,Yes,2011-11-23,Letter,2011-11-16 01:01:55.350000000,BWWT_ETL_Process
108801,13237,No,2011-11-23,Letter,2011-11-16 01:02:00.123000000,BWWT_ETL_Process
108802,13238,Yes,2011-11-08,In person,2011-11-16 01:02:05.467000000,BWWT_ETL_Process
108803,13239,Yes,2011-11-08,A combination of the above,2011-11-16 01:02:10.430000000,BWWT_ETL_Process
108804,13240,Yes,2011-11-23,Letter,2011-11-16 01:02:15.193000000,BWWT_ETL_Process
108805,13241,Yes,2011-11-23,Letter,2011-11-16 01:02:21.777000000,BWWT_ETL_Process
108806,13242,Yes,2011-11-05,Letter,2011-11-16 01:02:26,BWWT_ETL_Process
108807,13243,Yes,2011-11-04,Letter,2011-11-16 01:02:30.877000000,BWWT_ETL_Process
108808,13244,No,,,2011-11-16 01:02:36.777000000,BWWT_ETL_Process
108809,13245,Yes,2011-10-11,A combination of the above,2011-11-16 01:02:41.953000000,BWWT_ETL_Process
108810,13246,Yes,2011-09-29,A combination of the above,2011-11-16 01:02:46.480000000,BWWT_ETL_Process
108811,13247,No,,,2011-11-16 01:02:53.373000000,BWWT_ETL_Process
108812,13248,Yes,2011-10-11,A combination of the above,2011-11-16 01:02:57.600000000,BWWT_ETL_Process
108813,13249,No,,,2011-11-16 01:03:01.723000000,BWWT_ETL_Process
108814,13250,No,,,2011-11-16 01:03:05.707000000,BWWT_ETL_Process
108815,13251,Yes,2011-09-29,A combination of the above,2011-11-16 01:03:10.310000000,BWWT_ETL_Process
108816,13252,Yes,2011-10-11,A combination of the above,2011-11-16 01:03:14.957000000,BWWT_ETL_Process
108817,13253,Yes,2011-10-06,A combination of the above,2011-11-16 01:03:19.077000000,BWWT_ETL_Process
108818,13254,No,,,2011-11-16 01:03:27.970000000,BWWT_ETL_Process
108819,13255,Yes,2011-10-04,A combination of the above,2011-11-16 01:03:33.600000000,BWWT_ETL_Process
108820,13256,Yes,2011-09-30,A combination of the above,2011-11-16 01:03:39.303000000,BWWT_ETL_Process
108821,13257,No,,,2011-11-16 01:03:44.233000000,BWWT_ETL_Process
108822,13258,Yes,2011-09-30,A combination of the above,2011-11-16 01:03:49.640000000,BWWT_ETL_Process
108823,13259,Yes,2011-09-30,A combination of the above,2011-11-16 01:03:54.633000000,BWWT_ETL_Process
108824,13260,Yes,2011-09-30,A combination of the above,2011-11-16 01:04:02.843000000,BWWT_ETL_Process
108825,13261,Yes,2011-10-04,A combination of the above,2011-11-16 01:04:07.710000000,BWWT_ETL_Process
108826,13262,Yes,2011-10-07,A combination of the above,2011-11-16 01:04:29.880000000,BWWT_ETL_Process
108827,13263,Yes,2011-10-20,A combination of the above,2011-11-16 01:04:35.823000000,BWWT_ETL_Process
108828,13264,Yes,2011-10-12,A combination of the above,2011-11-16 01:04:40.947000000,BWWT_ETL_Process
108829,13265,No,,,2011-11-16 01:04:45.587000000,BWWT_ETL_Process
108830,13266,Yes,2011-11-04,Letter,2011-11-17 01:00:13.607000000,BWWT_ETL_Process
108831,13267,Yes,2011-11-04,Letter,2011-11-17 01:00:20.210000000,BWWT_ETL_Process
108832,13268,Yes,2011-11-04,Letter,2011-11-17 01:00:26.930000000,BWWT_ETL_Process
108833,13269,Yes,2011-11-04,Letter,2011-11-17 01:00:33.007000000,BWWT_ETL_Process
