WQUAL_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,RECEIVED_DATE,SAMPLING_LOCATION_DESC,WATER_SAMPLE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID
1194931,11451,626244,Bodycote Testing Group,Calgary,,Tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1194935,4282,626245,Bodycote Testing Group,Calgary,2008-06-21,In casing with a bailer,,2011-10-20 10:38:47.710000000,CONVERSION
1194939,8063,626408,Bodycote Testing Group,Calgary,2008-06-22,Tap on the east side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1194943,5210,640777,Bodycote Testing Group,Calgary,2008-09-06,From hydrant beside well,Well pumped clear with no odour,2011-10-20 10:38:47.710000000,CONVERSION
1194947,7696,639996,Bodycote Testing Group,Calgary,2008-03-09,Taken from hydrant north of well,Water had a bad odour,2011-10-20 10:38:47.710000000,CONVERSION
1194951,8673,623510,Bodycote Testing Group,Calgary,2008-06-18,NE 20-35-19 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1194955,7311,623733-1,Bodycote Testing Group,Calgary,,,,2011-10-20 10:38:47.710000000,CONVERSION
1194959,9205,626248,Bodycote Testing Group,Calgary,2008-06-20,Tap on the west side of the shed,,2011-10-20 10:38:47.710000000,CONVERSION
1194963,7620,626409,Bodycote Testing Group,Calgary,2008-06-21,Tap on the north side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1194967,7621,L693526-2,ALS Environmental,Calgary,2008-08-10,Hose attached to the line up from the pump,,2011-10-20 10:38:47.710000000,CONVERSION
1194971,5517,L692629-1,ALS Environmental,Calgary,2008-07-10,Hose attached to the line up from the pump,,2011-10-20 10:38:47.710000000,CONVERSION
1194975,7312,L693571-1,ALS Environmental,Calgary,2008-08-10,End of discharge hose off tap on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1194979,7697,L693526-1,ALS Environmental,Calgary,2008-08-10,Hose attached to the line up from the pump,,2011-10-20 10:38:47.710000000,CONVERSION
1194983,4954,L692628-1,ALS Environmental,Calgary,2008-07-10,1 pipe from spring,,2011-10-20 10:38:47.710000000,CONVERSION
1194987,10317,L693500-1,ALS Environmental,Calgary,2008-08-10,End of discharge hose from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1194991,4955,L692633-2,ALS Environmental,Calgary,2008-07-10,end of discharge hose off 1 line from pumpline in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1194995,12516,L693545-2,ALS Environmental,Calgary,2008-08-10,end of discharge hose from pumpline in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1194999,8387,L693994-2,ALS Environmental,Calgary,2008-09-10,end of discharge hose  from tap on north system,,2011-10-20 10:38:47.710000000,CONVERSION
1195003,8064,L693994-1,ALS Environmental,Calgary,2008-09-10,end of discharge hose from pumpline in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195007,12517,L693545-1,ALS Environmental,Calgary,2008-08-10,end of discharge hose from pumpline in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195011,7665,L692633-1,ALS Environmental,Calgary,2008-07-10,end of discharge hose  from pumpline in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195015,10993,L691872-1,ALS Environmental,Calgary,2008-10-06,end of discharge hose from hydrant on east side of well,,2011-10-20 10:38:47.710000000,CONVERSION
1195019,11409,L691872-2,ALS Environmental,Calgary,2008-10-06,end of discharge hose from hydrant in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195023,7860,L691868-1,ALS Environmental,Calgary,2008-06-10,End of discharge hose off hydrant in shop,,2011-10-20 10:38:47.710000000,CONVERSION
1195027,4283,L693416-3,ALS Environmental,Calgary,,SW-17-32-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195031,5967,L693416-2,ALS Environmental,Calgary,,SW-17-32-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195035,4284,L692624-1,ALS Environmental,Calgary,2008-07-10,End of discharge hose off wash basin tap in house,,2011-10-20 10:38:47.710000000,CONVERSION
1195039,7698,L691868-2,ALS Environmental,Calgary,2008-06-10,End of discharge hose off tap on pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1195043,10318,L692626-1,ALS Environmental,Calgary,2008-07-10,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195047,12518,L691863-1,ALS Environmental,Calgary,2008-06-10,Hose attached to the hydrant in the pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1195051,8152,L692630-1,ALS Environmental,Calgary,2008-07-10,Hose attached to the line up from the test pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195055,7666,1100840,AGAT Laboratories,Calgary,,SE-27-31-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195059,10994,1100885,AGAT Laboratories,Calgary,,NE-02-33-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195063,10995,1100871,AGAT Laboratories,Calgary,,SE-27-31-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195067,5518,1132071,AGAT Laboratories,Calgary,2008-10-30,At hydrant,Water softener treatment system bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1195071,11410,1123221,AGAT Laboratories,Calgary,2008-10-23,Tap at pressure tank,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195075,10996,1125799,AGAT Laboratories,Calgary,2008-10-24,Tap inside business,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195079,12519,1125804,AGAT Laboratories,Calgary,2008-10-24,Tap on east side of house,Water softener treatment system bypassed for test,2011-10-20 10:38:47.710000000,CONVERSION
1195083,7622,1089290,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195087,7667,1094901,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195091,7699,1095243,AGAT Laboratories,Calgary,,End of 1 hose from pump jack,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195095,4788,L691249-2,ALS Environmental,Calgary,2008-03-10,end of discharge hose  from tap on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195099,9156,1086566,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195103,11452,L691249-1,ALS Environmental,Calgary,2008-08-10,end of discharge hose from tap on south side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195107,5968,1086745,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap on pressure tank,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195111,8065,1086746,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap in garage,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195115,4789,648230-1,Bodycote Testing Group,Calgary,2008-10-09,sediment valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1195119,10319,648379-1,Bodycote Testing Group,Edmonton,,Natural Spring #1,,2011-10-20 10:38:47.710000000,CONVERSION
1195123,8153,648379-2,Bodycote Testing Group,Edmonton,2008-10-10,Natural Spring,,2011-10-20 10:38:47.710000000,CONVERSION
1195127,5211,1108941,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap on pressure tank,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195131,7668,1105690,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195135,12520,1105684,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195139,4285,1105551,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195143,8929,L709881,ALS Environmental,Calgary,2008-11-19,hydrant in well house,"clear, odourless, small amount of black sediments",2011-10-20 10:38:47.710000000,CONVERSION
1195147,8674,L710302-1,ALS Environmental,Calgary,2008-11-20,hydrant in well pit,"clear, odourless, some fine sediments.",2011-10-20 10:38:47.710000000,CONVERSION
1195151,7700,L709877,ALS Environmental,Calgary,2008-11-19,tap on west side of house,"clear,odourless",2011-10-20 10:38:47.710000000,CONVERSION
1195155,4956,L709253,ALS Environmental,Calgary,2008-11-18,Tap on north side of house,"clean, clear, odourless",2011-10-20 10:38:47.710000000,CONVERSION
1195159,4957,L710302-2,ALS Environmental,Calgary,2008-11-20,hydrant beside well,"clean, clear, odourless",2011-10-20 10:38:47.710000000,CONVERSION
1195163,11453,1095526,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195167,10320,1095553,AGAT Laboratories,Calgary,,source of pond,grab sample,2011-10-20 10:38:47.710000000,CONVERSION
1195171,8930,651165-1,Bodycote Testing Group,Calgary,,tap on north side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1195175,5212,651075-1,Bodycote Testing Group,Calgary,2008-10-23,sediment valve off pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1195179,10875,652597-1,Bodycote Testing Group,Calgary,,sediment valve on pressure tank,,2011-10-20 10:38:47.710000000,CONVERSION
1195183,8388,1095445,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from hydrant near barn,sample obtained,2011-10-20 10:38:47.710000000,CONVERSION
1195187,7313,1105635,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap on pressure tank,sample obtained 10 minutes after recovery,2011-10-20 10:38:47.710000000,CONVERSION
1195191,10876,1105646,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at pressure tank,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195195,9157,1095418,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap at residence,sample obtained after running water for 5 minutes,2011-10-20 10:38:47.710000000,CONVERSION
1195199,9158,1095119,AGAT Laboratories,Calgary,,End of 75' 1/2 hose #1 from tap on west side of residence,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195203,9206,1086273,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from tap on well,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195207,5969,1094196,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from hydrant,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195211,9159,1084317,AGAT Laboratories,Calgary,,End of 75' 1/2 hose from hydrant in shed,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195215,8675,1084336,AGAT Laboratories,Calgary,,End of 125' 1/2 hose off of tech supplied 24V pump,sample obtained in last 10 minutes of testing,2011-10-20 10:38:47.710000000,CONVERSION
1195219,12572,L694601-2,ALS Environmental,Calgary,2008-10-10,Stream on south side of culvert before lake,,2011-10-20 10:38:47.710000000,CONVERSION
1195223,9207,L694594-1,ALS Environmental,Calgary,2008-10-10,discharge hose from pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195227,9865,L694601-4,ALS Environmental,Calgary,2008-10-10,Stream from cement culvert by small pond ~200m east of highway,,2011-10-20 10:38:47.710000000,CONVERSION
1195235,9208,L694598-1,ALS Environmental,Calgary,2008-10-10,end of discharge hose from tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195239,5213,L694601-3,ALS Environmental,Calgary,2008-10-10,End of discharge hose off tap on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195243,7861,L694598-2,ALS Environmental,Calgary,2008-10-10,end of discharge hose from tap on west side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1195247,6684,L694597-1,ALS Environmental,Calgary,2008-10-10,discharge hose from line at well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195251,8154,L694046-2,ALS Environmental,Calgary,2008-09-10,discharge hose from pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195255,10997,L694046-1,ALS Environmental,Calgary,2008-09-10,discharge hose from line at well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195259,6685,L693982-1,ALS Environmental,Calgary,2008-09-10,End of discharge hose off line on well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195263,7862,L693982-2,ALS Environmental,Calgary,2008-09-10,End of discharge hose off pressure tank T_valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195267,10877,652600-2,Bodycote Testing Group,Calgary,,Kitchen sink tap,,2011-10-20 10:38:47.710000000,CONVERSION
1195271,8931,652600-1,Bodycote Testing Group,Calgary,,direct from discharge oputlet from the Spring,,2011-10-20 10:38:47.710000000,CONVERSION
1195275,12521,M48178,Maxxam Analytics,Calgary,2008-10-31,Tap on W side of House,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195279,6686,L697493-2,ALS Environmental,Calgary,,SW-36-27-26 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195283,7669,L696977-2,ALS Environmental,Calgary,,NW-27-27-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195287,9160,M34800,Maxxam Analytics,Calgary,2008-10-24,Tap on south side of house,Water softener treatment system bypassed,2011-10-20 10:38:47.710000000,CONVERSION
1195291,7314,M34723,Maxxam Analytics,Calgary,2008-10-24,At hydrant,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195295,9209,M37903,Maxxam Analytics,Calgary,2008-10-26,At flowing well,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195299,5214,M62902,Maxxam Analytics,Calgary,2008-11-07,Tap inside garage,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195303,10878,M62905,Maxxam Analytics,Calgary,2008-11-06,Tap on south side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195307,11411,1136171,AGAT Laboratories,Calgary,2008-11-03,Tap on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195315,9161,1150284,AGAT Laboratories,Calgary,2008-11-12,Outlet near trough,,2011-10-20 10:38:47.710000000,CONVERSION
1195319,7623,1150283,AGAT Laboratories,Calgary,2008-12-12,Spring,,2011-10-20 10:38:47.710000000,CONVERSION
1195323,10998,L696597-4,ALS Environmental,Calgary,,SW-12-28-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195327,8389,L696597-3,ALS Environmental,Calgary,,NW 07-028-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195331,5519,L696597-2,ALS Environmental,Calgary,,NW 07-028-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195335,7701,L695936-2,ALS Environmental,Calgary,,SE 30-32-23 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195339,9210,L695924-2,ALS Environmental,Calgary,,NE-19-32-23 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195343,5520,L696582-1,ALS Environmental,Calgary,2008-10-16,end of discharge hose off 1 line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195347,7624,L697105-1,ALS Environmental,Calgary,2008-10-17,End of discharge hose off line on well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195351,9162,L696583-1,ALS Environmental,Calgary,2008-10-16,end of discharge hose off 1 line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195355,8390,L697099-1,ALS Environmental,Calgary,2008-10-17,Hand bailer,,2011-10-20 10:38:47.710000000,CONVERSION
1195359,10879,L697182-1,ALS Environmental,Calgary,2008-10-17,end of discharge hose from hose outside of pit,,2011-10-20 10:38:47.710000000,CONVERSION
1195363,4790,L697183-1,ALS Environmental,Calgary,2008-10-17,end of discharge hose  from hydrant inside pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195367,9163,L699216-1,ALS Environmental,Calgary,2008-10-22,end of discharge hose line from well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195371,10880,L696566-1,ALS Environmental,Calgary,2008-10-16,discharge hose off sample line in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195375,7670,L696570-1,ALS Environmental,Calgary,2008-10-16,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195379,4958,L697181-1,ALS Environmental,Calgary,2008-10-17,discharge hose from line into cistern,,2011-10-20 10:38:47.710000000,CONVERSION
1195383,7702,L696570-2,ALS Environmental,Calgary,2008-10-16,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195387,9164,L697695-1,ALS Environmental,Calgary,2008-10-20,discharge hose from pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195391,8391,L696566-2,ALS Environmental,Calgary,2008-10-16,discharge hose off hydrant on well,,2011-10-20 10:38:47.710000000,CONVERSION
1195395,7703,1144779,AGAT Laboratories,Calgary,2008-11-07,Tap on north side of house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195399,9165,1132162,AGAT Laboratories,Calgary,2008-10-30,At well head,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195403,4959,1132506,AGAT Laboratories,Calgary,2008-10-31,Tap in house,No water treatment system,2011-10-20 10:38:47.710000000,CONVERSION
1195411,9211,1124586,AGAT Laboratories,Calgary,,SW 33-030-22 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195423,4791,654731-1,Bodycote Testing Group,Calgary,,Natural Spring (ground surface),Grab Sample,2011-10-20 10:38:47.710000000,CONVERSION
1195427,11454,652172-1,Bodycote Testing Group,Calgary,,Pressure tank sediment valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195435,5970,651980-1,Bodycote Testing Group,Calgary,,4 inch drop pipe of pump jack,,2011-10-20 10:38:47.710000000,CONVERSION
1195439,7671,L695169-2,ALS Environmental,Calgary,,SW-15-33-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195443,11455,L695169-1,ALS Environmental,Calgary,,SW-15-33-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195455,4792,650224-1,Bodycote Testing Group,Calgary,,Pump outlet,,2011-10-20 10:38:47.710000000,CONVERSION
1195459,4793,L695186-1,ALS Environmental,Calgary,2008-10-14,End of discharge hose off sediment valve on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195463,12573,L695180-2,ALS Environmental,Calgary,2008-10-14,Hose attached to the test submersible pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195467,7704,L695182-1,ALS Environmental,Calgary,2008-10-14,end of discharge hose  from pump line in pit,,2011-10-20 10:38:47.710000000,CONVERSION
1195471,9866,L695978-1,ALS Environmental,Calgary,2008-10-15,end of discharge hose from pump line in pit,,2011-10-20 10:38:47.710000000,CONVERSION
1195475,8392,L695182-3,ALS Environmental,Calgary,2008-10-14,end of discharge hose from pump line in pit,,2011-10-20 10:38:47.710000000,CONVERSION
1195479,9315,L695978-3,ALS Environmental,Calgary,2008-10-15,end of discharge hose from tapon west side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1195483,6687,L695180-1,ALS Environmental,Calgary,2008-10-14,Hose attached to the tap on the side of the pumphouse,,2011-10-20 10:38:47.710000000,CONVERSION
1195487,5971,L695185-1,ALS Environmental,Calgary,2008-10-14,Water in bottom of metal casing,,2011-10-20 10:38:47.710000000,CONVERSION
1195491,12574,L695980-1,ALS Environmental,Calgary,2008-10-15,discharge ose from hydrant beside pit,,2011-10-20 10:38:47.710000000,CONVERSION
1195495,11456,L695981-1,ALS Environmental,Calgary,2008-10-15,outside tap on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195499,12575,L695166-2,ALS Environmental,Calgary,,NE-04-42-23 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195503,6688,L695166-3,ALS Environmental,Calgary,,NE-04-42-23 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195511,9316,649337-1,Bodycote Testing Group,Calgary,,Hydrant directly above the well,,2011-10-20 10:38:47.710000000,CONVERSION
1195515,7705,649134-1,Bodycote Testing Group,Calgary,,Tee off the main water line,,2011-10-20 10:38:47.710000000,CONVERSION
1195519,12522,649134-2,Bodycote Testing Group,Calgary,,Hydrant located directly above the well,,2011-10-20 10:38:47.710000000,CONVERSION
1195523,12523,L699215-1,ALS Environmental,Calgary,2008-10-22,hole in casing 0.37 m from top of casing,,2011-10-20 10:38:47.710000000,CONVERSION
1195527,9166,L699780-1,ALS Environmental,Calgary,2008-10-23,discharge hose off tap on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195531,9212,L699780-2,ALS Environmental,Calgary,2008-10-23,discharge from outside tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195535,9213,L699218-1,ALS Environmental,Calgary,2008-10-22,end of discharge hose off tap on south side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195539,9214,L699784-1,ALS Environmental,Calgary,2008-10-23,End of discharge hose off line from pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195543,11413,L699784-2,ALS Environmental,Calgary,2008-10-23,End of discharge hose off hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1195547,6689,L699213-1,ALS Environmental,Calgary,2008-10-22,End of discharge hose off sediment valve on well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195551,7672,L698293-1,ALS Environmental,Calgary,2008-10-21,End of discharge hose off tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195555,7673,L699740-1,ALS Environmental,Calgary,2008-10-23,end of discharge hose off 1 line from faucet on west side of pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195559,5972,L699212-1,ALS Environmental,Calgary,2008-10-22,End of discharge hose off tap on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195563,7706,L699740-2,ALS Environmental,Calgary,2008-10-23,end of discharge hose off 1 line from tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195567,5215,L698293-2,ALS Environmental,Calgary,2008-10-21,Hand bailed from well,,2011-10-20 10:38:47.710000000,CONVERSION
1195571,11414,L698314-2,ALS Environmental,Calgary,,SW-30-28-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195575,11415,L698314-3,ALS Environmental,Calgary,,SW-30-28-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195579,11416,L698341-2,ALS Environmental,Calgary,,SE-13-28-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195583,5973,L697696-2,ALS Environmental,Calgary,2008-10-20,end of discharge hose from faucet on west side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195587,9167,L698401-1,ALS Environmental,Calgary,2008-10-21,end of discharge hose from faucet on east side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195591,5974,L697696-1,ALS Environmental,Calgary,2008-10-20,faucet from apartment west of well house,,2011-10-20 10:38:47.710000000,CONVERSION
1195595,9215,L698401-2,ALS Environmental,Calgary,2008-10-21,end of discharge hose from faucet on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195599,9317,L698359-1,ALS Environmental,Calgary,2008-10-21,discharge hose connected to submersible pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195603,6690,L697658-2,ALS Environmental,Calgary,2008-10-20,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195607,7674,L697658-1,ALS Environmental,Calgary,2008-10-20,End of steel pipe form rod pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195611,10999,L698359-2,ALS Environmental,Calgary,2008-10-21,discharge hose connected to pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195615,11000,L701358-2,ALS Environmental,Calgary,,NE 26-29-25 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195619,9216,L701360-2,ALS Environmental,Calgary,,SW 09-28-24 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195623,8393,L700282-2,ALS Environmental,Calgary,,NE-26-27-26 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195627,11001,L699164-2,ALS Environmental,Calgary,,SE-29-28-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195631,7675,L699164-4,ALS Environmental,Calgary,,SE-29-28-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195635,7625,L699164-3,ALS Environmental,Calgary,,SE-29-28-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195639,11417,L699164-5,ALS Environmental,Calgary,,SE-29-28-27 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195643,7315,L700235-1,ALS Environmental,Calgary,2008-10-24,End of discharge hose off tap on south side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195647,12524,L700280-1,ALS Environmental,Calgary,2008-10-24,end of discharge hose off 1 line from hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1195651,11457,L700147-1,ALS Environmental,Calgary,2008-10-24,end of discharge hose off tap on N side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195655,11458,L700277-1,ALS Environmental,Calgary,2008-10-24,end of discharge hose from faucet on west side of the house,,2011-10-20 10:38:47.710000000,CONVERSION
1195659,9217,L700239-1,ALS Environmental,Calgary,2008-10-24,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195663,9318,L702048-2,ALS Environmental,Calgary,,NW 21-27-26 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195667,7707,L700778-1,ALS Environmental,Calgary,2008-10-27,Hose attached to the sediment valve on the tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195671,8932,L700774-2,ALS Environmental,Calgary,2008-10-27,end of discharge hose off 1 line from wellhead,,2011-10-20 10:38:47.710000000,CONVERSION
1195675,5521,L700773-1,ALS Environmental,Calgary,2008-10-27,End of discharge hose off hydrant in pump house,,2011-10-20 10:38:47.710000000,CONVERSION
1195679,7708,L700774-1,ALS Environmental,Calgary,2008-10-27,end of discharge hose off 1 line at well head,,2011-10-20 10:38:47.710000000,CONVERSION
1195683,8394,L700773-2,ALS Environmental,Calgary,2008-10-27,End of discharge hose off hydrant,,2011-10-20 10:38:47.710000000,CONVERSION
1195687,12525,L700775-1,ALS Environmental,Calgary,2008-10-27,Hose attached to the line up from the pump,,2011-10-20 10:38:47.710000000,CONVERSION
1195691,8395,L700776-1,ALS Environmental,Calgary,2008-10-27,Disposible bailer filled from inlet for overflow from dam,,2011-10-20 10:38:47.710000000,CONVERSION
1195695,4286,L701353-2,ALS Environmental,Calgary,,SW 05-32-23 W4M,,2011-10-20 10:38:47.710000000,CONVERSION
1195699,7626,L701447-1,ALS Environmental,Calgary,2008-10-28,end of discharge hose from pressure tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195703,7316,L701410-2,ALS Environmental,Calgary,2008-10-28,End of discharge hose off pressure tank T-valve,,2011-10-20 10:38:47.710000000,CONVERSION
1195707,10881,L701444-1,ALS Environmental,Calgary,2008-10-28,discharge hose off tap on north side of house,,2011-10-20 10:38:47.710000000,CONVERSION
1195711,7709,L701443-1,ALS Environmental,Calgary,2008-10-28,Hose attached to the hydrant in the yard,,2011-10-20 10:38:47.710000000,CONVERSION
1195715,9319,L701441-2,ALS Environmental,Calgary,2008-10-28,Hose attached to the sediment valve on the  tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
1195719,9218,L701410-3,ALS Environmental,Calgary,2008-10-28,End of discharge hose off valve on well cap,,2011-10-20 10:38:47.710000000,CONVERSION
1195723,8286,L701441-1,ALS Environmental,Calgary,2008-10-28,Hose attached to the sediment valve on the tank tee,,2011-10-20 10:38:47.710000000,CONVERSION
