FIELD_NOTES_ID,WELL_TEST_ID,COMMENT_CATEGORY,ODOUR_CAT,FIELD_NOTE_COMMENTS,CREATE_TIMESTAMP,CREATE_USERID,H2S_TESTED,MODEL_PREDICTION
1079265,12304,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a 'strong rotten egg smell', no sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1079267,4752,Yield Test,,Aquifer test performed by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour.' No gas present in groundwater.,38:47.7,CONVERSION,0,0
1079269,12475,Yield Test,,Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with a 'rusty smell'. No sediment or gas was observed. Groundwater discharged from yard hydrant. Driller reported that water well was in use when test was started and that cattle were drinking from waterer after 40 minutes of recovery.,38:47.7,CONVERSION,0,1
1079279,8081,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because the [water] 'well head [was] buried'. Samples were collected and driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079281,6734,Yield Test,,No aquifer test was conducted by Darcy's Drilling Services Ltd. becuase the hydrogeological feature is a dugout. Samples were collected and driller reported groundwater as 'greenish in color' with no odour.,38:47.7,CONVERSION,0,0
1079297,3885,Yield Test,,"No aquifer test was conducted by Runwell Flow Testing Ltd. because 'before one minute reading tape would not go past 54.245' metres. Driller attempted to use a sonic water level measuring device, but was unsuccessful. Driller suspected that it 'probably has a torque arrestor installed on drop pipe at that level'. Driller flow tested water well, took samples and reported groundwater as 'very dark black to grey' in color with 'very strong rotten egg odour', 'lots of rust particles' and no gas present. Discharge rate was 3.3gpm after 15 minutes of pumping and 3gpm after 32 minutes of pumping. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1079349,12295,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater having 'few sediments and a rotten-egg odor'. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,1
1079351,6452,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with a rotten-egg odor'. Groundwater discharged from hydrant on water well head.,38:47.7,CONVERSION,0,1
1079353,8686,Yield Test,,No aquifer test was conducted by Darcy's Drilling Services Ltd. because there was no access into water well. Water well was pumped for 10 minutes and samples were collected; flow rates measured were between 8 and 10 lpm. Driller reported groundwater as clean with a slight sulphur odour and no sediment or gas present. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1079355,6845,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with a rotten-egg odor'. Groundwater discharged from outside tap. Driller reported 'after 70 minutes of pumping water level reached pump intake. Water well had been pumping for a couple of hours before aquifer test started'.,38:47.7,CONVERSION,0,1
1079365,7387,Yield Test,,"No aquifer test was conducted by Darcy's Drilling Services Ltd. Driller reported there was 'no access to the well as it was buried'. Samples were taken and driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079369,8068,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as 'clean with a slight odour'. Groundwater discharged from valve on pressure tank.,38:47.7,CONVERSION,0,1
1079373,4875,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported this water well as a flowing water well with a valve set at 14.3 lpm. Driller opened valve and reported rate of 38.64 lpm. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1079375,9853,Yield Test,,No aquifer test was conducted by Lousana Water Wells (1987) Ltd. because there was no access into water well. Driller reported water well has a 2' casing. Driller pumped water well for 30 minutes. Driller reported groundwater as clean with a slight odour. Groundwater dischared from tap on house.,38:47.7,CONVERSION,0,1
1079381,6035,Yield Test,,"No aquifer test was conducted by Alf's Drilling & Supplies Ltd. because this hydrogeological feature is a developed spring. Groundwater samples were collected. Driller reported groundwater as clear with no odour, sediment or gas present. Driller noted that he was 'unable to run through seperator, threads on collar rusted too badly' 'metal lid on some 2X6's used to contain spring'.",38:47.7,CONVERSION,0,0
1079385,6460,Yield Test,,"Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as having a 'little shot of black' color upon start-up, then clear with a 'rotten-egg' odour and black sediment present. Groundwater discharged from 'hose end'.",38:47.7,CONVERSION,0,1
1079393,4890,Yield Test,,Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with rotten-egg odour. No sediment or gas was present. Groundwater discharged from yard hydrant.,38:47.7,CONVERSION,0,1
1079395,10929,Yield Test,,Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with a slight rotten-egg odour. No sediment or gas was present. Groundwater discharged from outside tap. Driller noted that 'during draw down well kicked on and off'. There was 'only one outside tap and no access to pressure switch'.,38:47.7,CONVERSION,0,1
1079397,8765,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a 'strong rotten egg' odour and no sediment or gas present. Groundwater discharged from water well head. Driller noted that there was no pump in the water well so driller installed test pump. Water well has not been in use in the past 7 years according to landowner.,38:47.7,CONVERSION,0,1
1079403,10930,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as 'dark grey' in color which 'cleared by 40 minutes' of pumping. Driller reported 'strong odour', 'lots of fine black rust particles' and gas present. Groundwater discharged from water well head. Landowner informed driller that they used water well to fill 5000-gallon tank during drought and that water well has not been pumped for 2 or 3 years. Water-level measurements from 'top of sanitary seal'.",38:47.7,CONVERSION,0,1
1079413,5677,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as 'clean' with a 'slight odor'. Groundwater discharged from pumpline.,38:47.7,CONVERSION,0,1
1079429,8704,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as 'clean' with an 'odor'. Groundwater discharged from pumpline.,38:47.7,CONVERSION,0,1
1079471,7534,Yield Test,,"Aquifer test conducted by Alken Basin Drilling Ltd. Driller reported this water well was recently drilled and is not currently in use. Groundwater was 'light brown for the first 30 minutes with a chlorine smell' and 'water was not completely clear by the end of the test but the chlorine smell was gone'. Water well was 'almost recovered in one hour, but other tester started drawdown on well 100 ft away resulting in drawdown on this well', resulting in a 70-minute recovery interval. Gas accumulated in the flo-thru cell three times but no samples were collected. Groundwater discharged from hose bib off test pump.",38:47.7,CONVERSION,0,1
1079473,6343,Yield Test,,Aquifer test conducted by Alken Basin Drilling Ltd. Driller reported groundwater as having a 'lot of soda gas in it with a noticeable odour' and 'iron particles with some sand particles'. There was insufficient volume of 'soda gas' to collect a gas sample. Groundwater discharged from hose on tap in barn office.,38:47.7,CONVERSION,0,1
1079485,6025,Yield Test,,Aquifer test conducted by Alken Basin Drilling Ltd. Driller reported groundwater as 'clear with no apparent gas or odour'. Water well pumps into a pressure system in shop. Groundwater discharged from hydrant.,38:47.7,CONVERSION,0,0
1079487,4876,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a rotten-egg odour and no sediment or gas present. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1079489,5912,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from 'hose coming out of the basement'.",38:47.7,CONVERSION,0,0
1079491,4877,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with a 'strong odour', no sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1079495,7535,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with 'slight rotten egg odour', '3 to 4 red rust particles in gallon' and no gas present. Groundwater discharged from yard hydrant. Driller commented that 'there is water against one side of casing going through grass to a pond' and he 'noticed water movement around north side of casing'. Landowner said that 'during summer when cattle arn't on well it flowed over top so he puthole in casing below ground with a line on it to drain down water'. 'Water is coming up from outside casing at maybe 0.5gpm'. Driller 'felt down in mud around casing but could not feel hole or line'.",38:47.7,CONVERSION,0,1
1079497,6344,Yield Test,,"Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079529,7141,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour present. A very little amount of very fine brown sand and gas was observed. Groundwater discharged from hydrant on water well.,38:47.7,CONVERSION,1,0
1079549,4690,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as 'clear with small rust particles and no odour present'. Groundwater discharged from yard hydrant.,38:47.7,CONVERSION,0,0
1079551,10269,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported water well for summer use only, and is not equipped with a pump; driller used own pump and generator to conduct aquifer test. Driller reported groundwater as clear with a 'few small particles' and no odour or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079559,8114,Yield Test,,"No aquifer test conducted by Alf's Drilling & Supplies Ltd. because cap on water well was sealed and bolted to the casing; therefore, water-level measurements could not be obtained. Groundwater samples were collected. Driller reported that water well pit was full of water and used own pump to drain water. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079595,6026,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'clear with a slight H2S odour and a few black particles'. Groundwater discharged from garden hose.,38:47.7,CONVERSION,0,1
1079603,6345,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a 'slight odour' and no sediment or gas present. Groundwater discharged from 'hydrant' on water well head. Driller noted 'ran hydrant and bath tub in trailer'. Landowner requested aquifer test to be shortened to one hour of pumping and one hour of recovery.,38:47.7,CONVERSION,0,1
1079605,10074,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no sediments or gas present. Landowner reported groundwater had a rotten-egg odour. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1079609,10403,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with a rotten-egg odour and no sediment or gas present. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1079611,4364,Yield Test,,"Aquifer test completed by Darcy's Drilling Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from yard hydrant.",38:47.7,CONVERSION,0,0
1079615,4365,Yield Test,,"Aquifer test conducted by Alken Basin Drilling Ltd. Driller reported groundwater as having 'soda gas in it with an odour', 'iron particles' and 'discoloured from the iron'. Driller reported that the pressure system is in the basement of the house. Groundwater discharged from hose on tap in barn office. There was insufficient volume of 'soda gas' to collect a gas sample.",38:47.7,CONVERSION,0,1
1079617,7131,Yield Test,,Aquifer test conducted by M & M Drilling Co Ltd. Driller reported groundwater as black in colour with an H2S odour and 'black particles'. Pump started to suck air between 15 and 20 minutes so recovery was started.,38:47.7,CONVERSION,0,1
1079625,10247,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'clear with strong rotten egg odour and iron bacteria present'. 1 litre of gas was collected after pumping 1,642 litres through the gas sampler. Driller reported 'small amount of bubbles' in groundwater. Groundwater discharged from water well head.",38:47.7,CONVERSION,1,1
1079629,4744,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Driller reported 'well pumps into cistern in basement then has a jet pump pulling it out into pressure system. Line coming out of cistern to jet pump is near top of cistern to allow rust to settle out in bottom of cistern. Had to run cistern plus hydrant beside well to keep well pump running. Pump sucked air in 12 minutes and 40 seconds. Could not get flow rate as cistern was lower than hydrant and water ran into cistern as well as out hydrant'. Groundwater discharged from well head on hydrant 1.5 m east of the water well.",38:47.7,CONVERSION,0,0
1079631,11054,Yield Test,,"Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater having some black scale with a slight odor. Driller reported 'cattle drinking during test, unable to shut off waterer'; only twenty minutes of recovery data could be collected. Gas was reported to be present in the groundwater. Groundwater discharged from valve on west side of house.",38:47.7,CONVERSION,0,1
1079633,8766,Yield Test,,"No aquifer test was conducted by MaJek Well Services Ltd. because the hydrogeological feature is a spring. Samples collected and driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from line in stock tank.",38:47.7,CONVERSION,0,0
1079639,4755,Yield Test,,"Aquifer test conducted by Darcy's Drilling Services Ltd. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079687,7539,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with 'some sediments' and no odour or gas present. Landowner requested a 20 minute pumping and recovery test. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,0
1079689,5656,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with a 'slight odour' and no sediment or gas present. Groundwater discharged from outside tap.,38:47.7,CONVERSION,0,1
1079691,7133,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with 'some sediments' and no odour or gas present. Landowner requested a 20 minute pumping and recovery test. Groundwater discharged from two outside taps.,38:47.7,CONVERSION,0,0
1079695,8071,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reprorted groundwater as 'brown at the start clean and clear by 15 minutes' with 'strong iron smell', 'small amount of shale' and no gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1079705,12477,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour or sediment present. Gas was observed. Groundwater discharged from yard hydrant. Driller noted that the 'pump was kicking on and off' during the test.,38:47.7,CONVERSION,1,0
1079711,5921,Yield Test,,No aquifer test conducted by M & M Drilling Co Ltd. because this hydrogeological feature is a dugout. Groundwater samples were collected. Driller reported groundwater as clear with no odour or sediments.,38:47.7,CONVERSION,0,0
1079713,12307,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as yellow in color with 'rotten egg' odour present. No gas was observed. Groundwater discharged from pressure tank.,38:47.7,CONVERSION,0,1
1079721,9858,Yield Test,,No aquifer test conducted by M & M Drilling Co Ltd. because this hydrogeological feature is a dugout. Groundwater samples were collected. Driller reported groundwater as clear with no odour or sediments.,38:47.7,CONVERSION,0,0
1079723,4680,Yield Test,,No aquifer test was conducted by M & M Drilling Co. Ltd. because the hydrogeological feature is a dugout. Driller reported groundwater as yellowish in color with slough odour present. Grass and weeds were also observed.,38:47.7,CONVERSION,0,1
1079725,7396,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as 'clear with no odour, very little black particles and no gas present'. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1079727,7397,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as clear with no odor and no gas observed. Groundwater discharged from tap in water well house.,38:47.7,CONVERSION,0,0
1079729,6859,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'light red' in color with 'lots of silt' present. No odour or gas was observed. Driller commented that 'pump sucked air right away' so he 'choked back for flow rate and ran pump for 1 hour'.,38:47.7,CONVERSION,0,1
1079733,4757,Yield Test,,Aquifer test conducted by M & M Drilling Co Ltd. Driller reported groundwater as having a 'slight yellow' colour with no odour or sediments and a small amount of gas bubbles present; gas samples were not collected. Driller reported 'problems with sounder getting stuck; readings missed'. Groundwater discharged from hydrant.,38:47.7,CONVERSION,0,1
1079735,8768,Yield Test,,No aquifer test conducted by M & M Drilling Co Ltd. because pump was not working; groundwater samples were collected. Non-pumping water level measured from top of culvert. Driller reported groundwater as having a 'yellow tinge' with no odour and containing grass.,38:47.7,CONVERSION,0,0
1079737,11055,Yield Test,,Aquifer test conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'clear with no odour and a few black particles present'. Groundwater discharged from tank tee. Driller noted that 'pump sucked air between 40 and 50 minutes' after pumping started.,38:47.7,CONVERSION,0,0
1079739,4614,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater having 'no odour'. Groundwater discharged from top edge of water well pit.,38:47.7,CONVERSION,0,0
1079745,5934,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well pumped clear but had some odor'. Pump cycled during pumping interval. Groundwater discharged from tap on west side of house.,38:47.7,CONVERSION,0,1
1079749,5681,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear but had a bad odour'. Driller reported 'probe could not go past 37.0 metres in water well'. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,1
1079751,5682,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported 'well pumped clear with no odor'. Pump was cycling during pumping interval. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,0
1079755,4764,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Inc. Driller reported groundwater having 'a bit of sediment and no odor'. Driller reported the 'pump was cycling' during aquifer test. Groundwater discharged from tap on south corner of house.,38:47.7,CONVERSION,0,0
1079761,6870,Yield Test,,"Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor and no gas present'. Groundwater discharged from hose on pump. Driller reported that, after 20 minutes of pumping, unable to obtain accurate water-level measurements due to groundwater cascading in water well.",38:47.7,CONVERSION,0,0
1079777,10923,Yield Test,,"No aquifer test conducted by Runwell Flow Testing Ltd. because this hydrogeological feature is a flowing water well. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head. Landowner reported 30 psi of pressure in water well casing when water well is sealed; non-pumping water level was calculated based on landowner's statement. Water level was calculated to be 20.774 metres above the top of the casing.",38:47.7,CONVERSION,0,0
1079783,12300,Yield Test,,Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with 'strong rotten egg' odour and 'some black and red rust particles in a gallon of water'. Gas was observed. Groundwater discharged from east yard hydrant.,38:47.7,CONVERSION,0,1
1079787,4611,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from 'outside tap on south side of house'.",38:47.7,CONVERSION,0,0
1079795,5914,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as 'clear with a slight rotten egg odour'. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1079807,4306,Yield Test,,JAG & Sons Consulting Ltd. reported groundwater as 'clear with no odor'. Groundwater discharged from tap at water well house. Pump turned off and on during drawdown.,38:47.7,CONVERSION,0,0
1079813,10265,Yield Test,,Aquifer test conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear' with 'no odor'. Groundwater discharged from tap on pressure tank.,38:47.7,CONVERSION,0,0
1079815,11059,Yield Test,,"Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as having a 'rusty colour at start' but cleared after 60 minutes of pumping, with no odour and some rust particles. Gas was present and samples collected. Driller reported that pump kicked on and off during the pumping interval and the other hydrant was broken. Groundwater discharged from yard hydrant.",38:47.7,CONVERSION,0,0
1079817,6036,Yield Test,,JAG & Sons Consulting Ltd. flowed water well for 2 hours and collected groundwater samples. Landowner requested no drawdown or recovery. Driller reported groundwater as clear with quite a bit of odor.,38:47.7,CONVERSION,0,1
1079825,5670,Yield Test,,JAG & Sons Consulting Ltd. reported 'owner requested no draw down and recovery test'. Driller reported groundwater as 'clear with a strong odor'. Groundwater discharged from water well hydrant.,38:47.7,CONVERSION,0,1
1079827,12309,Yield Test,,Aquifer tests conducted by JAG & Sons Consulting Ltd. Driller reported groundwater as 'clear with no odor'. Groundwater discharged from tap on east side of pumphouse.,38:47.7,CONVERSION,0,0
1079833,4616,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour or sediment present. Gas was observed. Groundwater discharged from water well head. Water level reached pump depth after 40 minutes of pumping. Driller commented that cows were drinking after 80 minutes of recovery.,38:47.7,CONVERSION,1,0
1079837,12480,Yield Test,,JAG & Sons Consulting Ltd. reported 'owner requested no draw down and recovery test'. Driller reported groundwater as 'clear with a bit of odor'. Groundwater measurement was taken from the top of casing.,38:47.7,CONVERSION,0,0
1079845,5481,Yield Test,,Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with a rotten-egg odor. Gas was reported present in groundwater. 100 cc of gas accumulated in 40 seconds when pumping at a rate of 37.5 lpm. Groundwater was discharged from yard hydrant.,38:47.7,CONVERSION,1,1
1079855,7415,Yield Test,,"The drawdown-recovery test was not completed as this well was free-flowing. During the first half-hour of the flow test the water was relatively clear, had low turbidity, and a minor sulphuric odor. The test was halted after an hour due to a major build-up of black precipitate in the flowthrough cell.  After disconnecting the hose from the pvc from which the water was flowing from the well the water was near-black and had a moderate sulphuric odor. Alliance representative Mike Flood stayed onsite to ensure the water flowing from the well was going to clear.  After an hour the water became relatively clear and samples were taken for analysis. ... N/A",38:47.7,CONVERSION,0,1
1079891,8074,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater was clear at the start of pumping. After 50 minutes of pumping, driller could hear groundwater infiltrating into water well; groundwater â¿¿turned cloudy with fine brown sandâ¿¿ and â¿¿brown tingeâ¿¿. No odour or gas was observed to be present in the groundwater. Driller terminated pumping at 90 minutes so he would not 'stir up the well too much'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079893,4746,Yield Test,,"Aquifer test conducted by M & M Drilling Co Ltd. Driller reported groundwater as clear with no odour, a 'few black particles' and no gas present. Groundwater discharged from hydrant. Water measurements taken from 1.10 m above top of casing.",38:47.7,CONVERSION,0,0
1079895,6455,Yield Test,,No aquifer test was conducted by M & M Drilling Co. Ltd. because the hydrogeological feature is a dugout. Driller reported groundwater as 'light yellow in color with a slough odour and grass and weeds present'.,38:47.7,CONVERSION,0,1
1079897,4369,Yield Test,,No aquifer test was conducted by M & M Drilling Co. Ltd. because driller was instructed to only sample if landowner requested. Samples were collected and driller reported groundwater as clear with no odour or sediment present.,38:47.7,CONVERSION,0,0
1079905,8691,Yield Test,,No aquifer test was conducted by M & M Drilling Co. Ltd. Driller reported groundwater as 'clear with no odour or sediment present'. Groundwater discharged from hydrant.,38:47.7,CONVERSION,0,0
1079917,6737,Yield Test,,JAG & Sons Consulting Ltd. reported 'owner requested no draw down and recovery'. Driller reported groundwater as 'clear with no odor'. Water sample taken from hydrant in water well pit.,38:47.7,CONVERSION,0,0
1079919,4617,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with a slight sulfur smell and no sediment. Water level reached pump intake after 20 minutes of pumping. Groundwater discharged from yard hydrant.,38:47.7,CONVERSION,0,1
1079925,5922,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as black grey in color with strong sulphur smell and black particles present. Driller reported that water color cleared up some by end of test. No gas was observed. Groundwater discharged from yard hydrant.,38:47.7,CONVERSION,0,1
1079939,4618,Yield Test,,Aquifer test conducted by Alf's Drilling & Supplies Ltd. Driller reported groundwater as clear with no odour and sediment with gas present. Gas sample was collected. Groundwater discharged from yard hydrant.,38:47.7,CONVERSION,1,0
1079945,4683,Yield Test,,Aquifer test conducted by Lousana Water Wells (1987) Ltd. Driller reported groundwater as quite dirty with a strong odor. Groundwater discharged from pumpline.,38:47.7,CONVERSION,0,1
1079947,7405,Yield Test,,No aquifer test was conducted by Alken Basin Drilling Ltd. Landowner requested to use the drawdown and recovery data collected during the drilling of the water well in June of 2007. Driller pumped water well for 30 minutes and collected samples. Driller reported groundwater as â¿¿murky with a faint odorâ¿¿. Gas was observed in the groundwater but a sample was not collected. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1079949,6738,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as yellow with a stale smell and rust particles but having no gas present. Groundwater discharged from water well head. Driller noted, unable to run test pump into water well. There is an existing pump in the water well with a pitless adapter. The existing pump was not operational. Bailed water samples from water well.",38:47.7,CONVERSION,0,1
1079951,6739,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079981,5659,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller noted 'landowner only wanted well pumped for one hour as it has slow recovery'. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079983,10924,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with rotten egg odour present. No sediment or gas present. Groundwater discharged from water well head.,38:47.7,CONVERSION,0,1
1079987,7543,Yield Test,,"Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater as clear with a slight rotten-egg odour, and no gas or sediment present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,1
1079989,4747,Yield Test,,"Aquifer test conducted by Runwell Flow Testing Ltd. Driller reported groundwater as murky with yellow color. No odour, sediment or gas was observed. Groundwater discharged from yard hydrant.",38:47.7,CONVERSION,0,1
1079993,6348,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour, sediment or gas present'. Groundwater discharged from outside tap.",38:47.7,CONVERSION,0,0
1079995,5915,Yield Test,,Aquifer test conducted by WEBS Consulting Inc. Driller reported groundwater had 'a slight odour of rotten eggs and no sediment or gas was present'. Groundwater discharged from the yard hydrant.,38:47.7,CONVERSION,0,1
1079999,6855,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as 'clear with no odour or gas present but containing black flakes'. Groundwater discharged from 'tap under water'. Driller noted that 'after 15 minutes of pumping, water reached pump level and there was no way to slow down flow without over pressuring'.",38:47.7,CONVERSION,0,0
1080009,7544,Yield Test,,No aquifer test conducted by Alf's Drilling & Supplies Ltd. because this hydrogeological feature is a flowing water well; water well is not equipped with a pump. Driller measured groundwater flow rate for 120 minutes and collected groundwater samples. Driller reported groundwater as clear with rust particles and no odour or gas present. Groundwater discharged from spring head.,38:47.7,CONVERSION,0,0
1080049,6354,Yield Test,,"Aquifer test conducted by MaJek Well Services Ltd. Driller reported groundwater as clear with no odour, sediment or gas present. Groundwater discharged from water well head.",38:47.7,CONVERSION,0,0
1080105,10974,Yield Test,,Water had a bit of rust colour to it. No odour... No gas,38:47.7,CONVERSION,0,1
1080143,10991,Yield Test,,"The water from this well pumped clear and there was no apparent odour at the time of testing.  The well was pump tested at 4.5 GPM for two hours and then allowed to recover for an additional two hours.  Water level measurments were taken at predetermined intervals.  The total Drawdown was 2.39 m, the Recovery was 100% after the two hour time period.  ... No Gas Observed",38:47.7,CONVERSION,0,0
1080145,8672,Yield Test,,The water from this well pumped clear and there was no apparent odour at the time of testing.  The well was pump tested at 7.5 GPM for two hours and allowed to recover for an additional two hours.  The total Drawdown was 6.51 m and the total Recovery was 6.43 m (99% recovery) over the two hour time period. The drawdown rate was much lower after the first 10 minutes.  ... No Gas Observed,38:47.7,CONVERSION,0,0
1080147,7663,Yield Test,,The water pumped from this well had some sediment and rust particles in it.  The tester also noted that the water did have a strong odour.  The well was pump tested at 4.5 GPM for 2 hours.  The total drawdown was 3.3 m. The well recovered 100% over two hours.  The waterers were turned off for the duration of the Pumpdown/Recovery Test.... No Gas,38:47.7,CONVERSION,0,1
